EXIT ZONE,NETWORK,STANDING CHARGE,UNIT RATE,MIN AQ,MAX AQ,CONTRACT LENGTH,EARLIEST START DATE,MAX START DATE
SO2,South of England,0,2.62,400001,450000,24,13/03/2018,28/02/2019
SW1,South West,0,2.751,400001,450000,24,13/03/2018,28/02/2019
SW2,South West,0,2.751,400001,450000,24,13/03/2018,28/02/2019
SW3,South West,0,2.751,400001,450000,24,13/03/2018,28/02/2019
WM1,West Midlands,0,2.623,400001,450000,24,13/03/2018,28/02/2019
WM2,West Midlands,0,2.623,400001,450000,24,13/03/2018,28/02/2019
WM3,West Midlands,0,2.623,400001,450000,24,13/03/2018,28/02/2019
WA1,Wales North,0,2.686,400001,450000,24,13/03/2018,28/02/2019
WA2,Wales South,0,2.601,400001,450000,24,13/03/2018,28/02/2019
EA1,East of England,0,2.463,450001,500000,24,13/03/2018,28/02/2019
EA2,East of England,0,2.463,450001,500000,24,13/03/2018,28/02/2019
EA3,East of England,0,2.463,450001,500000,24,13/03/2018,28/02/2019
EA4,East of England,0,2.463,450001,500000,24,13/03/2018,28/02/2019
EM1,East Midlands,0,2.473,450001,500000,24,13/03/2018,28/02/2019
EM2,East Midlands,0,2.473,450001,500000,24,13/03/2018,28/02/2019
EM3,East Midlands,0,2.473,450001,500000,24,13/03/2018,28/02/2019
EM4,East Midlands,0,2.473,450001,500000,24,13/03/2018,28/02/2019
NE1,North of England,0,2.586,450001,500000,24,13/03/2018,28/02/2019
NE2,North of England,0,2.586,450001,500000,24,13/03/2018,28/02/2019
NE3,North of England,0,2.586,450001,500000,24,13/03/2018,28/02/2019
NO1,North of England,0,2.587,450001,500000,24,13/03/2018,28/02/2019
NO2,North of England,0,2.587,450001,500000,24,13/03/2018,28/02/2019
NT1,London,0,2.624,450001,500000,24,13/03/2018,28/02/2019
NT2,London,0,2.624,450001,500000,24,13/03/2018,28/02/2019
NT3,London,0,2.624,450001,500000,24,13/03/2018,28/02/2019
NW1,North West,0,2.611,450001,500000,24,13/03/2018,28/02/2019
NW2,North West,0,2.611,450001,500000,24,13/03/2018,28/02/2019
SC1,Scotland,0,2.615,450001,500000,24,13/03/2018,28/02/2019
SC2,Scotland,0,2.615,450001,500000,24,13/03/2018,28/02/2019
SC4,Scotland,0,2.615,450001,500000,24,13/03/2018,28/02/2019
SE1,South of England,0,2.581,450001,500000,24,13/03/2018,28/02/2019
SE2,South of England,0,2.581,450001,500000,24,13/03/2018,28/02/2019
SO1,South of England,0,2.609,450001,500000,24,13/03/2018,28/02/2019
SO2,South of England,0,2.609,450001,500000,24,13/03/2018,28/02/2019
SW1,South West,0,2.74,450001,500000,24,13/03/2018,28/02/2019
SW2,South West,0,2.74,450001,500000,24,13/03/2018,28/02/2019
SW3,South West,0,2.74,450001,500000,24,13/03/2018,28/02/2019
WM1,West Midlands,0,2.613,450001,500000,24,13/03/2018,28/02/2019
WM2,West Midlands,0,2.613,450001,500000,24,13/03/2018,28/02/2019
WM3,West Midlands,0,2.613,450001,500000,24,13/03/2018,28/02/2019
WA1,Wales North,0,2.675,450001,500000,24,13/03/2018,28/02/2019
WA2,Wales South,0,2.59,450001,500000,24,13/03/2018,28/02/2019
EA1,East of England,0,3.129,10001,35000,36,13/03/2018,28/02/2019
EA2,East of England,0,3.129,10001,35000,36,13/03/2018,28/02/2019
EA3,East of England,0,3.129,10001,35000,36,13/03/2018,28/02/2019
EA4,East of England,0,3.129,10001,35000,36,13/03/2018,28/02/2019
EM1,East Midlands,0,3.129,10001,35000,36,13/03/2018,28/02/2019
EM2,East Midlands,0,3.129,10001,35000,36,13/03/2018,28/02/2019
EM3,East Midlands,0,3.129,10001,35000,36,13/03/2018,28/02/2019
EM4,East Midlands,0,3.129,10001,35000,36,13/03/2018,28/02/2019
NE1,North of England,0,3.264,10001,35000,36,13/03/2018,28/02/2019
NE2,North of England,0,3.264,10001,35000,36,13/03/2018,28/02/2019
NE3,North of England,0,3.264,10001,35000,36,13/03/2018,28/02/2019
NO1,North of England,0,3.264,10001,35000,36,13/03/2018,28/02/2019
NO2,North of England,0,3.264,10001,35000,36,13/03/2018,28/02/2019
NT1,London,0,3.303,10001,35000,36,13/03/2018,28/02/2019
NT2,London,0,3.303,10001,35000,36,13/03/2018,28/02/2019
NT3,London,0,3.303,10001,35000,36,13/03/2018,28/02/2019
NW1,North West,0,3.246,10001,35000,36,13/03/2018,28/02/2019
NW2,North West,0,3.246,10001,35000,36,13/03/2018,28/02/2019
SC1,Scotland,0,3.302,10001,35000,36,13/03/2018,28/02/2019
SC2,Scotland,0,3.302,10001,35000,36,13/03/2018,28/02/2019
SC4,Scotland,0,3.302,10001,35000,36,13/03/2018,28/02/2019
SE1,South of England,0,3.249,10001,35000,36,13/03/2018,28/02/2019
SE2,South of England,0,3.249,10001,35000,36,13/03/2018,28/02/2019
SO1,South of England,0,3.268,10001,35000,36,13/03/2018,28/02/2019
SO2,South of England,0,3.268,10001,35000,36,13/03/2018,28/02/2019
SW1,South West,0,3.38,10001,35000,36,13/03/2018,28/02/2019
SW2,South West,0,3.38,10001,35000,36,13/03/2018,28/02/2019
SW3,South West,0,3.38,10001,35000,36,13/03/2018,28/02/2019
WM1,West Midlands,0,3.188,10001,35000,36,13/03/2018,28/02/2019
WM2,West Midlands,0,3.188,10001,35000,36,13/03/2018,28/02/2019
WM3,West Midlands,0,3.188,10001,35000,36,13/03/2018,28/02/2019
WA1,Wales North,0,3.322,10001,35000,36,13/03/2018,28/02/2019
WA2,Wales South,0,3.226,10001,35000,36,13/03/2018,28/02/2019
EA1,East of England,0,2.894,35001,73268,36,13/03/2018,28/02/2019
EA2,East of England,0,2.894,35001,73268,36,13/03/2018,28/02/2019
EA3,East of England,0,2.894,35001,73268,36,13/03/2018,28/02/2019
EA4,East of England,0,2.894,35001,73268,36,13/03/2018,28/02/2019
EM1,East Midlands,0,2.909,35001,73268,36,13/03/2018,28/02/2019
EM2,East Midlands,0,2.909,35001,73268,36,13/03/2018,28/02/2019
EM3,East Midlands,0,2.909,35001,73268,36,13/03/2018,28/02/2019
EM4,East Midlands,0,2.909,35001,73268,36,13/03/2018,28/02/2019
NE1,North of England,0,3.049,35001,73268,36,13/03/2018,28/02/2019
NE2,North of England,0,3.049,35001,73268,36,13/03/2018,28/02/2019
NE3,North of England,0,3.049,35001,73268,36,13/03/2018,28/02/2019
NO1,North of England,0,3.041,35001,73268,36,13/03/2018,28/02/2019
NO2,North of England,0,3.041,35001,73268,36,13/03/2018,28/02/2019
NT1,London,0,3.078,35001,73268,36,13/03/2018,28/02/2019
NT2,London,0,3.078,35001,73268,36,13/03/2018,28/02/2019
NT3,London,0,3.078,35001,73268,36,13/03/2018,28/02/2019
NW1,North West,0,3.021,35001,73268,36,13/03/2018,28/02/2019
NW2,North West,0,3.021,35001,73268,36,13/03/2018,28/02/2019
SC1,Scotland,0,3.07,35001,73268,36,13/03/2018,28/02/2019
SC2,Scotland,0,3.07,35001,73268,36,13/03/2018,28/02/2019
SC4,Scotland,0,3.07,35001,73268,36,13/03/2018,28/02/2019
SE1,South of England,0,3.016,35001,73268,36,13/03/2018,28/02/2019
SE2,South of England,0,3.016,35001,73268,36,13/03/2018,28/02/2019
SO1,South of England,0,3.045,35001,73268,36,13/03/2018,28/02/2019
SO2,South of England,0,3.045,35001,73268,36,13/03/2018,28/02/2019
SW1,South West,0,3.151,35001,73268,36,13/03/2018,28/02/2019
SW2,South West,0,3.151,35001,73268,36,13/03/2018,28/02/2019
SW3,South West,0,3.151,35001,73268,36,13/03/2018,28/02/2019
WM1,West Midlands,0,2.955,35001,73268,36,13/03/2018,28/02/2019
WM2,West Midlands,0,2.955,35001,73268,36,13/03/2018,28/02/2019
WM3,West Midlands,0,2.955,35001,73268,36,13/03/2018,28/02/2019
WA1,Wales North,0,3.093,35001,73268,36,13/03/2018,28/02/2019
WA2,Wales South,0,3.005,35001,73268,36,13/03/2018,28/02/2019
EA1,East of England,0,2.539,73269,110000,36,13/03/2018,28/02/2019
EA2,East of England,0,2.539,73269,110000,36,13/03/2018,28/02/2019
EA3,East of England,0,2.539,73269,110000,36,13/03/2018,28/02/2019
EA4,East of England,0,2.539,73269,110000,36,13/03/2018,28/02/2019
EM1,East Midlands,0,2.547,73269,110000,36,13/03/2018,28/02/2019
EM2,East Midlands,0,2.547,73269,110000,36,13/03/2018,28/02/2019
EM3,East Midlands,0,2.547,73269,110000,36,13/03/2018,28/02/2019
EM4,East Midlands,0,2.547,73269,110000,36,13/03/2018,28/02/2019
NE1,North of England,0,2.692,73269,110000,36,13/03/2018,28/02/2019
NE2,North of England,0,2.692,73269,110000,36,13/03/2018,28/02/2019
NE3,North of England,0,2.692,73269,110000,36,13/03/2018,28/02/2019
NO1,North of England,0,2.692,73269,110000,36,13/03/2018,28/02/2019
NO2,North of England,0,2.692,73269,110000,36,13/03/2018,28/02/2019
NT1,London,0,2.734,73269,110000,36,13/03/2018,28/02/2019
NT2,London,0,2.734,73269,110000,36,13/03/2018,28/02/2019
NT3,London,0,2.734,73269,110000,36,13/03/2018,28/02/2019
NW1,North West,0,2.676,73269,110000,36,13/03/2018,28/02/2019
NW2,North West,0,2.676,73269,110000,36,13/03/2018,28/02/2019
SC1,Scotland,0,2.713,73269,110000,36,13/03/2018,28/02/2019
SC2,Scotland,0,2.713,73269,110000,36,13/03/2018,28/02/2019
SC4,Scotland,0,2.713,73269,110000,36,13/03/2018,28/02/2019
SE1,South of England,0,2.665,73269,110000,36,13/03/2018,28/02/2019
SE2,South of England,0,2.665,73269,110000,36,13/03/2018,28/02/2019
SO1,South of England,0,2.694,73269,110000,36,13/03/2018,28/02/2019
SO2,South of England,0,2.694,73269,110000,36,13/03/2018,28/02/2019
SW1,South West,0,2.827,73269,110000,36,13/03/2018,28/02/2019
SW2,South West,0,2.827,73269,110000,36,13/03/2018,28/02/2019
SW3,South West,0,2.827,73269,110000,36,13/03/2018,28/02/2019
WM1,West Midlands,0,2.683,73269,110000,36,13/03/2018,28/02/2019
WM2,West Midlands,0,2.683,73269,110000,36,13/03/2018,28/02/2019
WM3,West Midlands,0,2.683,73269,110000,36,13/03/2018,28/02/2019
WA1,Wales North,0,2.762,73269,110000,36,13/03/2018,28/02/2019
WA2,Wales South,0,2.677,73269,110000,36,13/03/2018,28/02/2019
EA1,East of England,0,2.479,110001,145000,36,13/03/2018,28/02/2019
EA2,East of England,0,2.479,110001,145000,36,13/03/2018,28/02/2019
EA3,East of England,0,2.479,110001,145000,36,13/03/2018,28/02/2019
EA4,East of England,0,2.479,110001,145000,36,13/03/2018,28/02/2019
EM1,East Midlands,0,2.487,110001,145000,36,13/03/2018,28/02/2019
EM2,East Midlands,0,2.487,110001,145000,36,13/03/2018,28/02/2019
EM3,East Midlands,0,2.487,110001,145000,36,13/03/2018,28/02/2019
EM4,East Midlands,0,2.487,110001,145000,36,13/03/2018,28/02/2019
NE1,North of England,0,2.625,110001,145000,36,13/03/2018,28/02/2019
NE2,North of England,0,2.625,110001,145000,36,13/03/2018,28/02/2019
NE3,North of England,0,2.625,110001,145000,36,13/03/2018,28/02/2019
NO1,North of England,0,2.628,110001,145000,36,13/03/2018,28/02/2019
NO2,North of England,0,2.628,110001,145000,36,13/03/2018,28/02/2019
NT1,London,0,2.665,110001,145000,36,13/03/2018,28/02/2019
NT2,London,0,2.665,110001,145000,36,13/03/2018,28/02/2019
NT3,London,0,2.665,110001,145000,36,13/03/2018,28/02/2019
NW1,North West,0,2.619,110001,145000,36,13/03/2018,28/02/2019
NW2,North West,0,2.619,110001,145000,36,13/03/2018,28/02/2019
SC1,Scotland,0,2.649,110001,145000,36,13/03/2018,28/02/2019
SC2,Scotland,0,2.649,110001,145000,36,13/03/2018,28/02/2019
SC4,Scotland,0,2.649,110001,145000,36,13/03/2018,28/02/2019
SE1,South of England,0,2.603,110001,145000,36,13/03/2018,28/02/2019
SE2,South of England,0,2.603,110001,145000,36,13/03/2018,28/02/2019
SO1,South of England,0,2.63,110001,145000,36,13/03/2018,28/02/2019
SO2,South of England,0,2.63,110001,145000,36,13/03/2018,28/02/2019
SW1,South West,0,2.76,110001,145000,36,13/03/2018,28/02/2019
SW2,South West,0,2.76,110001,145000,36,13/03/2018,28/02/2019
SW3,South West,0,2.76,110001,145000,36,13/03/2018,28/02/2019
WM1,West Midlands,0,2.622,110001,145000,36,13/03/2018,28/02/2019
WM2,West Midlands,0,2.622,110001,145000,36,13/03/2018,28/02/2019
WM3,West Midlands,0,2.622,110001,145000,36,13/03/2018,28/02/2019
WA1,Wales North,0,2.699,110001,145000,36,13/03/2018,28/02/2019
WA2,Wales South,0,2.614,110001,145000,36,13/03/2018,28/02/2019
EA1,East of England,0,2.447,145001,220000,36,13/03/2018,28/02/2019
EA2,East of England,0,2.447,145001,220000,36,13/03/2018,28/02/2019
EA3,East of England,0,2.447,145001,220000,36,13/03/2018,28/02/2019
EA4,East of England,0,2.447,145001,220000,36,13/03/2018,28/02/2019
EM1,East Midlands,0,2.458,145001,220000,36,13/03/2018,28/02/2019
EM2,East Midlands,0,2.458,145001,220000,36,13/03/2018,28/02/2019
EM3,East Midlands,0,2.458,145001,220000,36,13/03/2018,28/02/2019
EM4,East Midlands,0,2.458,145001,220000,36,13/03/2018,28/02/2019
NE1,North of England,0,2.588,145001,220000,36,13/03/2018,28/02/2019
NE2,North of England,0,2.588,145001,220000,36,13/03/2018,28/02/2019
NE3,North of England,0,2.588,145001,220000,36,13/03/2018,28/02/2019
NO1,North of England,0,2.59,145001,220000,36,13/03/2018,28/02/2019
NO2,North of England,0,2.59,145001,220000,36,13/03/2018,28/02/2019
NT1,London,0,2.623,145001,220000,36,13/03/2018,28/02/2019
NT2,London,0,2.623,145001,220000,36,13/03/2018,28/02/2019
NT3,London,0,2.623,145001,220000,36,13/03/2018,28/02/2019
NW1,North West,0,2.59,145001,220000,36,13/03/2018,28/02/2019
NW2,North West,0,2.59,145001,220000,36,13/03/2018,28/02/2019
SC1,Scotland,0,2.614,145001,220000,36,13/03/2018,28/02/2019
SC2,Scotland,0,2.614,145001,220000,36,13/03/2018,28/02/2019
SC4,Scotland,0,2.614,145001,220000,36,13/03/2018,28/02/2019
SE1,South of England,0,2.568,145001,220000,36,13/03/2018,28/02/2019
SE2,South of England,0,2.568,145001,220000,36,13/03/2018,28/02/2019
SO1,South of England,0,2.596,145001,220000,36,13/03/2018,28/02/2019
SO2,South of England,0,2.596,145001,220000,36,13/03/2018,28/02/2019
SW1,South West,0,2.727,145001,220000,36,13/03/2018,28/02/2019
SW2,South West,0,2.727,145001,220000,36,13/03/2018,28/02/2019
SW3,South West,0,2.727,145001,220000,36,13/03/2018,28/02/2019
WM1,West Midlands,0,2.591,145001,220000,36,13/03/2018,28/02/2019
WM2,West Midlands,0,2.591,145001,220000,36,13/03/2018,28/02/2019
WM3,West Midlands,0,2.591,145001,220000,36,13/03/2018,28/02/2019
WA1,Wales North,0,2.662,145001,220000,36,13/03/2018,28/02/2019
WA2,Wales South,0,2.579,145001,220000,36,13/03/2018,28/02/2019
EA1,East of England,0,2.439,220001,293071,36,13/03/2018,28/02/2019
EA2,East of England,0,2.439,220001,293071,36,13/03/2018,28/02/2019
EA3,East of England,0,2.439,220001,293071,36,13/03/2018,28/02/2019
EA4,East of England,0,2.439,220001,293071,36,13/03/2018,28/02/2019
EM1,East Midlands,0,2.451,220001,293071,36,13/03/2018,28/02/2019
EM2,East Midlands,0,2.451,220001,293071,36,13/03/2018,28/02/2019
EM3,East Midlands,0,2.451,220001,293071,36,13/03/2018,28/02/2019
EM4,East Midlands,0,2.451,220001,293071,36,13/03/2018,28/02/2019
NE1,North of England,0,2.582,220001,293071,36,13/03/2018,28/02/2019
NE2,North of England,0,2.582,220001,293071,36,13/03/2018,28/02/2019
NE3,North of England,0,2.582,220001,293071,36,13/03/2018,28/02/2019
NO1,North of England,0,2.584,220001,293071,36,13/03/2018,28/02/2019
NO2,North of England,0,2.584,220001,293071,36,13/03/2018,28/02/2019
NT1,London,0,2.617,220001,293071,36,13/03/2018,28/02/2019
NT2,London,0,2.617,220001,293071,36,13/03/2018,28/02/2019
NT3,London,0,2.617,220001,293071,36,13/03/2018,28/02/2019
NW1,North West,0,2.59,220001,293071,36,13/03/2018,28/02/2019
NW2,North West,0,2.59,220001,293071,36,13/03/2018,28/02/2019
SC1,Scotland,0,2.61,220001,293071,36,13/03/2018,28/02/2019
SC2,Scotland,0,2.61,220001,293071,36,13/03/2018,28/02/2019
SC4,Scotland,0,2.61,220001,293071,36,13/03/2018,28/02/2019
SE1,South of England,0,2.564,220001,293071,36,13/03/2018,28/02/2019
SE2,South of England,0,2.564,220001,293071,36,13/03/2018,28/02/2019
SO1,South of England,0,2.592,220001,293071,36,13/03/2018,28/02/2019
SO2,South of England,0,2.592,220001,293071,36,13/03/2018,28/02/2019
SW1,South West,0,2.727,220001,293071,36,13/03/2018,28/02/2019
SW2,South West,0,2.727,220001,293071,36,13/03/2018,28/02/2019
SW3,South West,0,2.727,220001,293071,36,13/03/2018,28/02/2019
WM1,West Midlands,0,2.59,220001,293071,36,13/03/2018,28/02/2019
WM2,West Midlands,0,2.59,220001,293071,36,13/03/2018,28/02/2019
WM3,West Midlands,0,2.59,220001,293071,36,13/03/2018,28/02/2019
WA1,Wales North,0,2.661,220001,293071,36,13/03/2018,28/02/2019
WA2,Wales South,0,2.575,220001,293071,36,13/03/2018,28/02/2019
EA1,East of England,0,2.435,293072,350000,36,13/03/2018,28/02/2019
EA2,East of England,0,2.435,293072,350000,36,13/03/2018,28/02/2019
EA3,East of England,0,2.435,293072,350000,36,13/03/2018,28/02/2019
EA4,East of England,0,2.435,293072,350000,36,13/03/2018,28/02/2019
EM1,East Midlands,0,2.445,293072,350000,36,13/03/2018,28/02/2019
EM2,East Midlands,0,2.445,293072,350000,36,13/03/2018,28/02/2019
EM3,East Midlands,0,2.445,293072,350000,36,13/03/2018,28/02/2019
EM4,East Midlands,0,2.445,293072,350000,36,13/03/2018,28/02/2019
NE1,North of England,0,2.576,293072,350000,36,13/03/2018,28/02/2019
NE2,North of England,0,2.576,293072,350000,36,13/03/2018,28/02/2019
NE3,North of England,0,2.576,293072,350000,36,13/03/2018,28/02/2019
NO1,North of England,0,2.577,293072,350000,36,13/03/2018,28/02/2019
NO2,North of England,0,2.577,293072,350000,36,13/03/2018,28/02/2019
NT1,London,0,2.607,293072,350000,36,13/03/2018,28/02/2019
NT2,London,0,2.607,293072,350000,36,13/03/2018,28/02/2019
NT3,London,0,2.607,293072,350000,36,13/03/2018,28/02/2019
NW1,North West,0,2.585,293072,350000,36,13/03/2018,28/02/2019
NW2,North West,0,2.585,293072,350000,36,13/03/2018,28/02/2019
SC1,Scotland,0,2.603,293072,350000,36,13/03/2018,28/02/2019
SC2,Scotland,0,2.603,293072,350000,36,13/03/2018,28/02/2019
SC4,Scotland,0,2.603,293072,350000,36,13/03/2018,28/02/2019
SE1,South of England,0,2.557,293072,350000,36,13/03/2018,28/02/2019
SE2,South of England,0,2.557,293072,350000,36,13/03/2018,28/02/2019
SO1,South of England,0,2.586,293072,350000,36,13/03/2018,28/02/2019
SO2,South of England,0,2.586,293072,350000,36,13/03/2018,28/02/2019
SW1,South West,0,2.72,293072,350000,36,13/03/2018,28/02/2019
SW2,South West,0,2.72,293072,350000,36,13/03/2018,28/02/2019
SW3,South West,0,2.72,293072,350000,36,13/03/2018,28/02/2019
WM1,West Midlands,0,2.584,293072,350000,36,13/03/2018,28/02/2019
WM2,West Midlands,0,2.584,293072,350000,36,13/03/2018,28/02/2019
WM3,West Midlands,0,2.584,293072,350000,36,13/03/2018,28/02/2019
WA1,Wales North,0,2.654,293072,350000,36,13/03/2018,28/02/2019
WA2,Wales South,0,2.569,293072,350000,36,13/03/2018,28/02/2019
EA1,East of England,0,2.429,350001,400000,36,13/03/2018,28/02/2019
EA2,East of England,0,2.429,350001,400000,36,13/03/2018,28/02/2019
EA3,East of England,0,2.429,350001,400000,36,13/03/2018,28/02/2019
EA4,East of England,0,2.429,350001,400000,36,13/03/2018,28/02/2019
EM1,East Midlands,0,2.44,350001,400000,36,13/03/2018,28/02/2019
EM2,East Midlands,0,2.44,350001,400000,36,13/03/2018,28/02/2019
EM3,East Midlands,0,2.44,350001,400000,36,13/03/2018,28/02/2019
EM4,East Midlands,0,2.44,350001,400000,36,13/03/2018,28/02/2019
NE1,North of England,0,2.569,350001,400000,36,13/03/2018,28/02/2019
NE2,North of England,0,2.569,350001,400000,36,13/03/2018,28/02/2019
NE3,North of England,0,2.569,350001,400000,36,13/03/2018,28/02/2019
NO1,North of England,0,2.57,350001,400000,36,13/03/2018,28/02/2019
NO2,North of England,0,2.57,350001,400000,36,13/03/2018,28/02/2019
NT1,London,0,2.6,350001,400000,36,13/03/2018,28/02/2019
NT2,London,0,2.6,350001,400000,36,13/03/2018,28/02/2019
NT3,London,0,2.6,350001,400000,36,13/03/2018,28/02/2019
NW1,North West,0,2.58,350001,400000,36,13/03/2018,28/02/2019
NW2,North West,0,2.58,350001,400000,36,13/03/2018,28/02/2019
SC1,Scotland,0,2.597,350001,400000,36,13/03/2018,28/02/2019
SC2,Scotland,0,2.597,350001,400000,36,13/03/2018,28/02/2019
SC4,Scotland,0,2.597,350001,400000,36,13/03/2018,28/02/2019
SE1,South of England,0,2.552,350001,400000,36,13/03/2018,28/02/2019
SE2,South of England,0,2.552,350001,400000,36,13/03/2018,28/02/2019
SO1,South of England,0,2.579,350001,400000,36,13/03/2018,28/02/2019
SO2,South of England,0,2.579,350001,400000,36,13/03/2018,28/02/2019
SW1,South West,0,2.714,350001,400000,36,13/03/2018,28/02/2019
SW2,South West,0,2.714,350001,400000,36,13/03/2018,28/02/2019
SW3,South West,0,2.714,350001,400000,36,13/03/2018,28/02/2019
WM1,West Midlands,0,2.579,350001,400000,36,13/03/2018,28/02/2019
WM2,West Midlands,0,2.579,350001,400000,36,13/03/2018,28/02/2019
WM3,West Midlands,0,2.579,350001,400000,36,13/03/2018,28/02/2019
WA1,Wales North,0,2.648,350001,400000,36,13/03/2018,28/02/2019
WA2,Wales South,0,2.563,350001,400000,36,13/03/2018,28/02/2019
EA1,East of England,0,2.443,400001,450000,36,13/03/2018,28/02/2019
EA2,East of England,0,2.443,400001,450000,36,13/03/2018,28/02/2019
EA3,East of England,0,2.443,400001,450000,36,13/03/2018,28/02/2019
EA4,East of England,0,2.443,400001,450000,36,13/03/2018,28/02/2019
EM1,East Midlands,0,2.453,400001,450000,36,13/03/2018,28/02/2019
EM2,East Midlands,0,2.453,400001,450000,36,13/03/2018,28/02/2019
EM3,East Midlands,0,2.453,400001,450000,36,13/03/2018,28/02/2019
EM4,East Midlands,0,2.453,400001,450000,36,13/03/2018,28/02/2019
NE1,North of England,0,2.582,400001,450000,36,13/03/2018,28/02/2019
NE2,North of England,0,2.582,400001,450000,36,13/03/2018,28/02/2019
NE3,North of England,0,2.582,400001,450000,36,13/03/2018,28/02/2019
NO1,North of England,0,2.584,400001,450000,36,13/03/2018,28/02/2019
NO2,North of England,0,2.584,400001,450000,36,13/03/2018,28/02/2019
NT1,London,0,2.613,400001,450000,36,13/03/2018,28/02/2019
NT2,London,0,2.613,400001,450000,36,13/03/2018,28/02/2019
NT3,London,0,2.613,400001,450000,36,13/03/2018,28/02/2019
NW1,North West,0,2.594,400001,450000,36,13/03/2018,28/02/2019
NW2,North West,0,2.594,400001,450000,36,13/03/2018,28/02/2019
SC1,Scotland,0,2.61,400001,450000,36,13/03/2018,28/02/2019
SC2,Scotland,0,2.61,400001,450000,36,13/03/2018,28/02/2019
SC4,Scotland,0,2.61,400001,450000,36,13/03/2018,28/02/2019
SE1,South of England,0,2.565,400001,450000,36,13/03/2018,28/02/2019
SE2,South of England,0,2.565,400001,450000,36,13/03/2018,28/02/2019
SO1,South of England,0,2.593,400001,450000,36,13/03/2018,28/02/2019
SO2,South of England,0,2.593,400001,450000,36,13/03/2018,28/02/2019
SW1,South West,0,2.728,400001,450000,36,13/03/2018,28/02/2019
SW2,South West,0,2.728,400001,450000,36,13/03/2018,28/02/2019
SW3,South West,0,2.728,400001,450000,36,13/03/2018,28/02/2019
WM1,West Midlands,0,2.592,400001,450000,36,13/03/2018,28/02/2019
WM2,West Midlands,0,2.592,400001,450000,36,13/03/2018,28/02/2019
WM3,West Midlands,0,2.592,400001,450000,36,13/03/2018,28/02/2019
WA1,Wales North,0,2.662,400001,450000,36,13/03/2018,28/02/2019
WA2,Wales South,0,2.576,400001,450000,36,13/03/2018,28/02/2019
EA1,East of England,0,2.432,450001,500000,36,13/03/2018,28/02/2019
EA2,East of England,0,2.432,450001,500000,36,13/03/2018,28/02/2019
EA3,East of England,0,2.432,450001,500000,36,13/03/2018,28/02/2019
EA4,East of England,0,2.432,450001,500000,36,13/03/2018,28/02/2019
EM1,East Midlands,0,2.442,450001,500000,36,13/03/2018,28/02/2019
EM2,East Midlands,0,2.442,450001,500000,36,13/03/2018,28/02/2019
EM3,East Midlands,0,2.442,450001,500000,36,13/03/2018,28/02/2019
EM4,East Midlands,0,2.442,450001,500000,36,13/03/2018,28/02/2019
NE1,North of England,0,2.571,450001,500000,36,13/03/2018,28/02/2019
NE2,North of England,0,2.571,450001,500000,36,13/03/2018,28/02/2019
NE3,North of England,0,2.571,450001,500000,36,13/03/2018,28/02/2019
NO1,North of England,0,2.573,450001,500000,36,13/03/2018,28/02/2019
NO2,North of England,0,2.573,450001,500000,36,13/03/2018,28/02/2019
NT1,London,0,2.601,450001,500000,36,13/03/2018,28/02/2019
NT2,London,0,2.601,450001,500000,36,13/03/2018,28/02/2019
NT3,London,0,2.601,450001,500000,36,13/03/2018,28/02/2019
NW1,North West,0,2.584,450001,500000,36,13/03/2018,28/02/2019
NW2,North West,0,2.584,450001,500000,36,13/03/2018,28/02/2019
SC1,Scotland,0,2.599,450001,500000,36,13/03/2018,28/02/2019
SC2,Scotland,0,2.599,450001,500000,36,13/03/2018,28/02/2019
SC4,Scotland,0,2.599,450001,500000,36,13/03/2018,28/02/2019
SE1,South of England,0,2.554,450001,500000,36,13/03/2018,28/02/2019
SE2,South of England,0,2.554,450001,500000,36,13/03/2018,28/02/2019
SO1,South of England,0,2.582,450001,500000,36,13/03/2018,28/02/2019
SO2,South of England,0,2.582,450001,500000,36,13/03/2018,28/02/2019
SW1,South West,0,2.717,450001,500000,36,13/03/2018,28/02/2019
SW2,South West,0,2.717,450001,500000,36,13/03/2018,28/02/2019
SW3,South West,0,2.717,450001,500000,36,13/03/2018,28/02/2019
WM1,West Midlands,0,2.582,450001,500000,36,13/03/2018,28/02/2019
WM2,West Midlands,0,2.582,450001,500000,36,13/03/2018,28/02/2019
WM3,West Midlands,0,2.582,450001,500000,36,13/03/2018,28/02/2019
WA1,Wales North,0,2.651,450001,500000,36,13/03/2018,28/02/2019
WA2,Wales South,0,2.565,450001,500000,36,13/03/2018,28/02/2019
EA1,East of England,0,3.18,10001,35000,48,13/03/2018,28/02/2019
EA2,East of England,0,3.18,10001,35000,48,13/03/2018,28/02/2019
EA3,East of England,0,3.18,10001,35000,48,13/03/2018,28/02/2019
EA4,East of England,0,3.18,10001,35000,48,13/03/2018,28/02/2019
EM1,East Midlands,0,3.18,10001,35000,48,13/03/2018,28/02/2019
EM2,East Midlands,0,3.18,10001,35000,48,13/03/2018,28/02/2019
EM3,East Midlands,0,3.18,10001,35000,48,13/03/2018,28/02/2019
EM4,East Midlands,0,3.18,10001,35000,48,13/03/2018,28/02/2019
NE1,North of England,0,3.335,10001,35000,48,13/03/2018,28/02/2019
NE2,North of England,0,3.335,10001,35000,48,13/03/2018,28/02/2019
NE3,North of England,0,3.335,10001,35000,48,13/03/2018,28/02/2019
