Product Name,MTC,Region,Profiles,Contract Length,Min,Max,Valid From,Valid To,Units (p/kWh),Day Units (p/kWh),Night Units (p/kWh),Eve/We Units (p/kWh),Weekday Units (p/kWh),Winter Eve Units (p/kWh)
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,10001,20000,07/10/2019,06/10/2024,,17.1,11.4,,,
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,20001,30000,07/10/2019,06/10/2024,,16.64,10.94,,,
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,30001,40000,07/10/2019,06/10/2024,,16.55,10.85,,,
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,40001,50000,07/10/2019,06/10/2024,,16.45,10.75,,,
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,50001,60000,07/10/2019,06/10/2024,,16.41,10.71,,,
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,60001,73200,07/10/2019,06/10/2024,,16.39,10.69,,,
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,73201,100000,07/10/2019,06/10/2024,,16.36,10.66,,,
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,100001,150000,07/10/2019,06/10/2024,,16.33,10.63,,,
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,150001,200000,07/10/2019,06/10/2024,,16.31,10.61,,,
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,200001,250000,07/10/2019,06/10/2024,,16.3,10.6,,,
SEEB P3 2R (9hr WM) 60 months,024,19,4,60,250001,293000,07/10/2019,06/10/2024,,16.3,10.6,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,5000,10000,07/10/2019,06/10/2020,,16.02,13.05,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,10001,20000,07/10/2019,06/10/2020,,14.92,11.95,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,20001,30000,07/10/2019,06/10/2020,,14.47,11.5,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,30001,40000,07/10/2019,06/10/2020,,14.38,11.41,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,40001,50000,07/10/2019,06/10/2020,,14.28,11.31,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,50001,60000,07/10/2019,06/10/2020,,14.25,11.28,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,60001,73200,07/10/2019,06/10/2020,,14.23,11.26,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,73201,100000,07/10/2019,06/10/2020,,14.2,11.23,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,100001,150000,07/10/2019,06/10/2020,,14.17,11.2,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,150001,200000,07/10/2019,06/10/2020,,14.16,11.19,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,200001,250000,07/10/2019,06/10/2020,,14.15,11.18,,,
SEEB P3 2R (Split) 12 months,016 521,19,3,12,250001,293000,07/10/2019,06/10/2020,,14.14,11.17,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,5000,10000,07/10/2019,06/10/2021,,16.38,13.22,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,10001,20000,07/10/2019,06/10/2021,,15.27,12.11,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,20001,30000,07/10/2019,06/10/2021,,14.81,11.65,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,30001,40000,07/10/2019,06/10/2021,,14.72,11.56,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,40001,50000,07/10/2019,06/10/2021,,14.63,11.47,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,50001,60000,07/10/2019,06/10/2021,,14.59,11.43,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,60001,73200,07/10/2019,06/10/2021,,14.57,11.41,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,73201,100000,07/10/2019,06/10/2021,,14.54,11.38,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,100001,150000,07/10/2019,06/10/2021,,14.52,11.36,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,150001,200000,07/10/2019,06/10/2021,,14.5,11.34,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,200001,250000,07/10/2019,06/10/2021,,14.49,11.33,,,
SEEB P3 2R (Split) 24 months,016 521,19,3,24,250001,293000,07/10/2019,06/10/2021,,14.48,11.32,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,5000,10000,07/10/2019,06/10/2022,,16.54,13.41,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,10001,20000,07/10/2019,06/10/2022,,15.42,12.29,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,20001,30000,07/10/2019,06/10/2022,,14.96,11.83,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,30001,40000,07/10/2019,06/10/2022,,14.87,11.74,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,40001,50000,07/10/2019,06/10/2022,,14.77,11.64,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,50001,60000,07/10/2019,06/10/2022,,14.74,11.61,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,60001,73200,07/10/2019,06/10/2022,,14.71,11.58,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,73201,100000,07/10/2019,06/10/2022,,14.69,11.56,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,100001,150000,07/10/2019,06/10/2022,,14.66,11.53,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,150001,200000,07/10/2019,06/10/2022,,14.64,11.51,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,200001,250000,07/10/2019,06/10/2022,,14.63,11.5,,,
SEEB P3 2R (Split) 36 months,016 521,19,3,36,250001,293000,07/10/2019,06/10/2022,,14.62,11.49,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,5000,10000,07/10/2019,06/10/2023,,16.85,13.62,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,10001,20000,07/10/2019,06/10/2023,,15.73,12.5,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,20001,30000,07/10/2019,06/10/2023,,15.26,12.03,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,30001,40000,07/10/2019,06/10/2023,,15.17,11.94,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,40001,50000,07/10/2019,06/10/2023,,15.07,11.84,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,50001,60000,07/10/2019,06/10/2023,,15.04,11.81,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,60001,73200,07/10/2019,06/10/2023,,15.02,11.79,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,73201,100000,07/10/2019,06/10/2023,,14.99,11.76,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,100001,150000,07/10/2019,06/10/2023,,14.96,11.73,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,150001,200000,07/10/2019,06/10/2023,,14.94,11.71,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,200001,250000,07/10/2019,06/10/2023,,14.93,11.7,,,
SEEB P3 2R (Split) 48 months,016 521,19,3,48,250001,293000,07/10/2019,06/10/2023,,14.93,11.7,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,5000,10000,07/10/2019,06/10/2024,,17.22,13.88,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,10001,20000,07/10/2019,06/10/2024,,16.08,12.74,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,20001,30000,07/10/2019,06/10/2024,,15.62,12.28,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,30001,40000,07/10/2019,06/10/2024,,15.53,12.19,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,40001,50000,07/10/2019,06/10/2024,,15.43,12.09,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,50001,60000,07/10/2019,06/10/2024,,15.39,12.05,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,60001,73200,07/10/2019,06/10/2024,,15.37,12.03,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,73201,100000,07/10/2019,06/10/2024,,15.34,12,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,100001,150000,07/10/2019,06/10/2024,,15.31,11.97,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,150001,200000,07/10/2019,06/10/2024,,15.29,11.95,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,200001,250000,07/10/2019,06/10/2024,,15.28,11.94,,,
SEEB P3 2R (Split) 60 months,016 521,19,3,60,250001,293000,07/10/2019,06/10/2024,,15.28,11.94,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,5000,10000,07/10/2019,06/10/2020,,16.06,12.92,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,10001,20000,07/10/2019,06/10/2020,,14.96,11.82,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,20001,30000,07/10/2019,06/10/2020,,14.51,11.37,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,30001,40000,07/10/2019,06/10/2020,,14.42,11.28,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,40001,50000,07/10/2019,06/10/2020,,14.32,11.18,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,50001,60000,07/10/2019,06/10/2020,,14.29,11.15,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,60001,73200,07/10/2019,06/10/2020,,14.27,11.13,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,73201,100000,07/10/2019,06/10/2020,,14.24,11.1,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,100001,150000,07/10/2019,06/10/2020,,14.21,11.07,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,150001,200000,07/10/2019,06/10/2020,,14.2,11.06,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,200001,250000,07/10/2019,06/10/2020,,14.19,11.05,,,
SEEB P3 2R 12 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,12,250001,293000,07/10/2019,06/10/2020,,14.18,11.04,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,5000,10000,07/10/2019,06/10/2021,,16.43,13.1,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,10001,20000,07/10/2019,06/10/2021,,15.32,11.99,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,20001,30000,07/10/2019,06/10/2021,,14.86,11.53,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,30001,40000,07/10/2019,06/10/2021,,14.77,11.44,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,40001,50000,07/10/2019,06/10/2021,,14.68,11.35,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,50001,60000,07/10/2019,06/10/2021,,14.64,11.31,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,60001,73200,07/10/2019,06/10/2021,,14.62,11.29,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,73201,100000,07/10/2019,06/10/2021,,14.59,11.26,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,100001,150000,07/10/2019,06/10/2021,,14.57,11.24,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,150001,200000,07/10/2019,06/10/2021,,14.55,11.22,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,200001,250000,07/10/2019,06/10/2021,,14.54,11.21,,,
SEEB P3 2R 24 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,24,250001,293000,07/10/2019,06/10/2021,,14.53,11.2,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,5000,10000,07/10/2019,06/10/2022,,16.59,13.29,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,10001,20000,07/10/2019,06/10/2022,,15.47,12.17,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,20001,30000,07/10/2019,06/10/2022,,15.01,11.71,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,30001,40000,07/10/2019,06/10/2022,,14.92,11.62,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,40001,50000,07/10/2019,06/10/2022,,14.82,11.52,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,50001,60000,07/10/2019,06/10/2022,,14.79,11.49,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,60001,73200,07/10/2019,06/10/2022,,14.76,11.46,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,73201,100000,07/10/2019,06/10/2022,,14.74,11.44,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,100001,150000,07/10/2019,06/10/2022,,14.71,11.41,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,150001,200000,07/10/2019,06/10/2022,,14.69,11.39,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,200001,250000,07/10/2019,06/10/2022,,14.68,11.38,,,
SEEB P3 2R 36 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,36,250001,293000,07/10/2019,06/10/2022,,14.67,11.37,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,5000,10000,07/10/2019,06/10/2023,,16.89,13.5,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,10001,20000,07/10/2019,06/10/2023,,15.77,12.38,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,20001,30000,07/10/2019,06/10/2023,,15.3,11.91,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,30001,40000,07/10/2019,06/10/2023,,15.21,11.82,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,40001,50000,07/10/2019,06/10/2023,,15.11,11.72,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,50001,60000,07/10/2019,06/10/2023,,15.08,11.69,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,60001,73200,07/10/2019,06/10/2023,,15.06,11.67,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,73201,100000,07/10/2019,06/10/2023,,15.03,11.64,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,100001,150000,07/10/2019,06/10/2023,,15,11.61,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,150001,200000,07/10/2019,06/10/2023,,14.98,11.59,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,200001,250000,07/10/2019,06/10/2023,,14.97,11.58,,,
SEEB P3 2R 48 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,48,250001,293000,07/10/2019,06/10/2023,,14.97,11.58,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,5000,10000,07/10/2019,06/10/2024,,17.27,13.76,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,10001,20000,07/10/2019,06/10/2024,,16.13,12.62,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,20001,30000,07/10/2019,06/10/2024,,15.67,12.16,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,30001,40000,07/10/2019,06/10/2024,,15.58,12.07,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,40001,50000,07/10/2019,06/10/2024,,15.48,11.97,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,50001,60000,07/10/2019,06/10/2024,,15.44,11.93,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,60001,73200,07/10/2019,06/10/2024,,15.42,11.91,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,73201,100000,07/10/2019,06/10/2024,,15.39,11.88,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,100001,150000,07/10/2019,06/10/2024,,15.36,11.85,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,150001,200000,07/10/2019,06/10/2024,,15.34,11.83,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,200001,250000,07/10/2019,06/10/2024,,15.33,11.82,,,
SEEB P3 2R 60 months,157 158 510 511 512 513 805 806 807 811 812 815 874,19,3,60,250001,293000,07/10/2019,06/10/2024,,15.33,11.82,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,5000,10000,07/10/2019,06/10/2020,,,11.84,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,10001,20000,07/10/2019,06/10/2020,,,10.86,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,20001,30000,07/10/2019,06/10/2020,,,10.45,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,30001,40000,07/10/2019,06/10/2020,,,10.38,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,40001,50000,07/10/2019,06/10/2020,,,10.3,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,50001,60000,07/10/2019,06/10/2020,,,10.27,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,60001,73200,07/10/2019,06/10/2020,,,10.26,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,73201,100000,07/10/2019,06/10/2020,,,10.24,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,100001,150000,07/10/2019,06/10/2020,,,10.22,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,150001,200000,07/10/2019,06/10/2020,,,10.2,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,200001,250000,07/10/2019,06/10/2020,,,10.2,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 12 months,043 045 535 550 552,19,4,12,250001,293000,07/10/2019,06/10/2020,,,10.19,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,5000,10000,07/10/2019,06/10/2021,,,11.97,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,10001,20000,07/10/2019,06/10/2021,,,10.97,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,20001,30000,07/10/2019,06/10/2021,,,10.57,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,30001,40000,07/10/2019,06/10/2021,,,10.5,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,40001,50000,07/10/2019,06/10/2021,,,10.41,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,50001,60000,07/10/2019,06/10/2021,,,10.39,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,60001,73200,07/10/2019,06/10/2021,,,10.37,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,73201,100000,07/10/2019,06/10/2021,,,10.35,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,100001,150000,07/10/2019,06/10/2021,,,10.33,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,150001,200000,07/10/2019,06/10/2021,,,10.31,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,200001,250000,07/10/2019,06/10/2021,,,10.31,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 24 months,043 045 535 550 552,19,4,24,250001,293000,07/10/2019,06/10/2021,,,10.3,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,5000,10000,07/10/2019,06/10/2022,,,12.12,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,10001,20000,07/10/2019,06/10/2022,,,11.12,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,20001,30000,07/10/2019,06/10/2022,,,10.71,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,30001,40000,07/10/2019,06/10/2022,,,10.64,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,40001,50000,07/10/2019,06/10/2022,,,10.55,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,50001,60000,07/10/2019,06/10/2022,,,10.53,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,60001,73200,07/10/2019,06/10/2022,,,10.51,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,73201,100000,07/10/2019,06/10/2022,,,10.49,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,100001,150000,07/10/2019,06/10/2022,,,10.47,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,150001,200000,07/10/2019,06/10/2022,,,10.45,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,200001,250000,07/10/2019,06/10/2022,,,10.45,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 36 months,043 045 535 550 552,19,4,36,250001,293000,07/10/2019,06/10/2022,,,10.44,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,5000,10000,07/10/2019,06/10/2023,,,12.3,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,10001,20000,07/10/2019,06/10/2023,,,11.3,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,20001,30000,07/10/2019,06/10/2023,,,10.88,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,30001,40000,07/10/2019,06/10/2023,,,10.82,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,40001,50000,07/10/2019,06/10/2023,,,10.73,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,50001,60000,07/10/2019,06/10/2023,,,10.7,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,60001,73200,07/10/2019,06/10/2023,,,10.68,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,73201,100000,07/10/2019,06/10/2023,,,10.66,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,100001,150000,07/10/2019,06/10/2023,,,10.64,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,150001,200000,07/10/2019,06/10/2023,,,10.63,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,200001,250000,07/10/2019,06/10/2023,,,10.62,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 48 months,043 045 535 550 552,19,4,48,250001,293000,07/10/2019,06/10/2023,,,10.61,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,5000,10000,07/10/2019,06/10/2024,,,12.56,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,10001,20000,07/10/2019,06/10/2024,,,11.55,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,20001,30000,07/10/2019,06/10/2024,,,11.13,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,30001,40000,07/10/2019,06/10/2024,,,11.06,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,40001,50000,07/10/2019,06/10/2024,,,10.97,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,50001,60000,07/10/2019,06/10/2024,,,10.94,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,60001,73200,07/10/2019,06/10/2024,,,10.92,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,73201,100000,07/10/2019,06/10/2024,,,10.9,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,100001,150000,07/10/2019,06/10/2024,,,10.88,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,150001,200000,07/10/2019,06/10/2024,,,10.87,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,200001,250000,07/10/2019,06/10/2024,,,10.86,,,
SEEB P4 1R (NIGHT RSTCTD HRS) 60 months,043 045 535 550 552,19,4,60,250001,293000,07/10/2019,06/10/2024,,,10.85,,,
SEEB P4 1R (RESTRICTED HOURS) 12 months,027 029 033 035 037 039 041 049 051 053 055 531 533 540 542 544 546 548 554 556 558 560 824,19,4,12,5000,10000,07/10/2019,06/10/2020,14.21,,,,,
SEEB P4 1R (RESTRICTED HOURS) 12 months,027 029 033 035 037 039 041 049 051 053 055 531 533 540 542 544 546 548 554 556 558 560 824,19,4,12,10001,20000,07/10/2019,06/10/2020,13.22,,,,,
SEEB P4 1R (RESTRICTED HOURS) 12 months,027 029 033 035 037 039 041 049 051 053 055 531 533 540 542 544 546 548 554 556 558 560 824,19,4,12,20001,30000,07/10/2019,06/10/2020,12.82,,,,,
SEEB P4 1R (RESTRICTED HOURS) 12 months,027 029 033 035 037 039 041 049 051 053 055 531 533 540 542 544 546 548 554 556 558 560 824,19,4,12,30001,40000,07/10/2019,06/10/2020,12.75,,,,,
